Date,Y10,Y1,Y3,Y5,Repo
2006-04-03,7.557,6.531,6.874,7.275,6.5
2006-04-04,7.549,6.563,6.856,7.283,6.5
2006-04-05,7.538,6.349,6.762,7.205,6.5
2006-04-06,7.538,6.349,6.762,7.205,6.5
2006-04-07,7.546,6.334,6.77,7.181,6.5
2006-04-10,7.544,6.359,6.717,7.159,6.5
2006-04-11,7.544,6.359,6.717,7.159,6.5
2006-04-12,7.575,6.289,6.687,7.155,6.5
2006-04-13,7.611,6.366,6.736,7.154,6.5
2006-04-14,7.611,6.366,6.736,7.154,6.5
2006-04-17,7.632,6.379,6.781,7.198,6.5
2006-04-18,7.537,6.285,6.667,7.083,6.5
2006-04-19,7.318,6.2,6.63,6.935,6.5
2006-04-20,7.358,6.16,6.648,6.993,6.5
2006-04-21,7.338,6.174,6.66,6.971,6.5
2006-04-24,7.357,6.226,6.667,6.981,6.5
2006-04-25,7.35,6.232,6.659,6.969,6.5
2006-04-26,7.405,6.274,6.705,7.012,6.5
2006-04-27,7.42,6.28,6.705,7.015,6.5
2006-04-28,7.39,6.313,6.724,6.979,6.5
2006-05-01,7.39,6.313,6.724,6.979,6.5
2006-05-02,7.472,6.354,6.743,7.032,6.5
2006-05-03,7.507,6.389,6.781,7.053,6.5
2006-05-04,7.535,6.423,6.77,7.048,6.5
2006-05-05,7.537,6.363,6.743,7.054,6.5
2006-05-08,7.522,6.371,6.793,7.049,6.5
2006-05-09,7.49,6.386,6.743,7.028,6.5
2006-05-10,7.5,6.345,6.743,7.033,6.5
2006-05-11,7.532,6.36,6.762,7.068,6.5
2006-05-12,7.545,6.443,6.801,7.094,6.5
2006-05-15,7.591,6.521,6.782,7.16,6.5
2006-05-16,7.571,6.478,6.782,7.141,6.5
2006-05-17,7.584,6.465,6.79,7.172,6.5
2006-05-18,7.626,6.481,6.809,7.202,6.5
2006-05-19,7.612,6.517,6.821,7.188,6.5
2006-05-22,7.597,6.478,6.841,7.178,6.5
2006-05-23,7.594,6.514,6.821,7.182,6.5
2006-05-24,7.607,6.471,6.821,7.195,6.5
2006-05-25,7.607,6.468,6.833,7.194,6.5
2006-05-26,7.611,6.484,6.825,7.193,6.5
2006-05-29,7.644,6.503,6.849,7.226,6.5
2006-05-30,7.655,6.499,6.853,7.232,6.5
2006-05-31,7.659,6.465,6.854,7.242,6.5
2006-06-01,7.676,6.505,6.901,7.281,6.5
2006-06-02,7.671,6.49,6.889,7.307,6.5
2006-06-05,7.652,6.569,6.921,7.307,6.5
2006-06-06,7.64,6.586,6.922,7.309,6.5
2006-06-07,7.668,6.571,6.902,7.34,6.5
2006-06-08,7.673,6.525,6.882,7.325,6.75
2006-06-09,7.791,6.698,6.982,7.43,6.75
2006-06-12,7.803,6.675,6.983,7.436,6.75
2006-06-13,7.812,6.861,7.055,7.44,6.75
2006-06-14,7.794,6.889,7.023,7.417,6.75
2006-06-15,7.8,6.886,7.104,7.425,6.75
2006-06-16,7.803,6.936,7.124,7.44,6.75
2006-06-19,7.907,7.001,7.186,7.535,6.75
2006-06-20,7.913,7.052,7.207,7.539,6.75
2006-06-21,7.913,7.038,7.207,7.538,6.75
2006-06-22,7.993,7.046,7.216,7.603,6.75
2006-06-23,8.089,7.141,7.351,7.683,6.75
2006-06-26,8.123,7.11,7.373,7.689,6.75
2006-06-27,8.135,7.096,7.333,7.679,6.75
2006-06-28,8.12,7.049,7.333,7.683,6.75
2006-06-29,8.128,7.057,7.355,7.691,6.75
2006-06-30,8.151,7.043,7.335,7.691,6.75
2006-07-03,8.151,7.022,7.332,7.689,6.75
2006-07-04,8.159,7.041,7.358,7.711,6.75
2006-07-05,8.159,7.027,7.358,7.699,6.75
2006-07-06,8.182,7.046,7.38,7.731,6.75
2006-07-07,8.213,7.043,7.38,7.746,6.75
2006-07-10,8.292,7.034,7.403,7.822,6.75
2006-07-11,8.292,7.007,7.383,7.812,6.75
2006-07-12,8.376,7.039,7.417,7.894,6.75
2006-07-13,8.355,7.024,7.405,7.874,6.75
2006-07-14,8.344,7.032,7.406,7.864,6.75
2006-07-17,8.371,7.022,7.421,7.89,6.75
2006-07-18,8.373,7.007,7.43,7.887,6.75
2006-07-19,8.34,7.051,7.418,7.865,6.75
2006-07-20,8.302,7.013,7.369,7.826,6.75
2006-07-21,8.242,6.997,7.306,7.763,6.75
2006-07-24,8.219,6.939,7.308,7.754,6.75
2006-07-25,8.226,6.9,7.267,7.789,7.0
2006-07-26,8.239,6.932,7.28,7.805,7.0
2006-07-27,8.221,6.928,7.289,7.806,7.0
2006-07-28,8.25,6.985,7.332,7.839,7.0
2006-07-31,8.238,6.877,7.326,7.843,7.0
2006-08-01,8.29,6.901,7.376,7.93,7.0
2006-08-02,8.29,6.947,7.377,7.927,7.0
2006-08-03,8.29,6.955,7.399,7.926,7.0
2006-08-04,8.287,6.964,7.379,7.913,7.0
2006-08-07,8.255,6.916,7.36,7.899,7.0
2006-08-08,8.263,6.925,7.382,7.872,7.0
2006-08-09,8.12,6.933,7.361,7.744,7.0
2006-08-10,8.087,6.892,7.319,7.693,7.0
2006-08-11,8.121,6.913,7.341,7.733,7.0
2006-08-14,8.139,6.915,7.365,7.74,7.0
2006-08-15,8.139,6.915,7.365,7.74,7.0
2006-08-16,8.093,6.894,7.345,7.688,7.0
2006-08-17,8.027,6.813,7.303,7.62,7.0
2006-08-18,8.019,6.834,7.312,7.641,7.0
2006-08-21,8.035,6.835,7.349,7.679,7.0
2006-08-22,8.027,6.804,7.328,7.668,7.0
2006-08-23,8.0,6.84,7.307,7.636,7.0
2006-08-24,7.929,6.796,7.308,7.595,7.0
2006-08-25,7.98,6.911,7.365,7.652,7.0
2006-08-28,7.95,6.926,7.441,7.615,7.0
2006-08-29,7.946,6.909,7.376,7.619,7.0
2006-08-30,7.933,6.891,7.351,7.616,7.0
2006-08-31,7.891,6.819,7.326,7.569,7.0
2006-09-01,7.877,7.05,7.334,7.591,7.0
2006-09-04,7.723,6.985,7.293,7.471,7.0
2006-09-05,7.754,6.981,7.316,7.48,7.0
2006-09-06,7.769,6.949,7.295,7.491,7.0
2006-09-07,7.78,6.973,7.352,7.526,7.0
2006-09-08,7.705,6.914,7.318,7.453,7.0
2006-09-11,7.707,6.93,7.307,7.467,7.0
2006-09-12,7.771,6.897,7.321,7.509,7.0
2006-09-13,7.738,6.893,7.3,7.492,7.0
2006-09-14,7.808,6.903,7.323,7.544,7.0
2006-09-15,7.829,6.942,7.341,7.579,7.0
2006-09-18,7.786,6.886,7.339,7.543,7.0
2006-09-19,7.733,6.838,7.287,7.501,7.0
2006-09-20,7.619,6.834,7.261,7.428,7.0
2006-09-21,7.68,6.873,7.284,7.472,7.0
2006-09-22,7.619,6.839,7.263,7.402,7.0
2006-09-25,7.625,6.856,7.243,7.392,7.0
2006-09-26,7.562,6.746,7.199,7.309,7.0
2006-09-27,7.592,6.772,7.244,7.356,7.0
2006-09-28,7.624,6.752,7.249,7.384,7.0
2006-09-29,7.642,6.777,7.246,7.426,7.0
2006-10-02,7.642,6.777,7.246,7.426,7.0
2006-10-03,7.613,6.804,7.19,7.396,7.0
2006-10-04,7.587,6.845,7.16,7.373,7.0
2006-10-05,7.59,6.918,7.228,7.385,7.0
2006-10-06,7.596,6.883,7.206,7.391,7.0
2006-10-09,7.642,6.932,7.252,7.454,7.0
2006-10-10,7.612,7.023,7.239,7.431,7.0
2006-10-11,7.638,7.003,7.235,7.454,7.0
2006-10-12,7.615,6.951,7.208,7.407,7.0
2006-10-13,7.617,7.028,7.254,7.445,7.0
2006-10-16,7.677,7.048,7.278,7.467,7.0
2006-10-17,7.683,7.028,7.279,7.496,7.0
2006-10-18,7.684,7.057,7.279,7.497,7.0
2006-10-19,7.675,7.003,7.252,7.482,7.0
2006-10-20,7.654,6.999,7.257,7.439,7.0
2006-10-23,7.659,6.97,7.282,7.444,7.0
2006-10-24,7.659,6.97,7.282,7.444,7.0
2006-10-25,7.659,6.97,7.282,7.444,7.0
2006-10-26,7.636,6.922,7.224,7.411,7.0
2006-10-27,7.607,7.072,7.229,7.386,7.0
2006-10-30,7.615,7.025,7.249,7.418,7.0
2006-10-31,7.625,7.073,7.277,7.465,7.25
2006-11-01,7.613,7.091,7.277,7.451,7.25
2006-11-02,7.6,7.088,7.278,7.436,7.25
2006-11-03,7.642,7.119,7.297,7.472,7.25
2006-11-06,7.661,7.162,7.317,7.462,7.25
2006-11-07,7.617,7.086,7.313,7.429,7.25
2006-11-08,7.589,7.082,7.244,7.396,7.25
2006-11-09,7.611,7.114,7.268,7.439,7.25
2006-11-10,7.604,7.11,7.273,7.431,7.25
2006-11-13,7.584,7.024,7.293,7.413,7.25
2006-11-14,7.56,6.945,7.247,7.412,7.25
2006-11-15,7.534,6.884,7.271,7.402,7.25
2006-11-16,7.539,6.897,7.272,7.421,7.25
2006-11-17,7.53,7.235,7.296,7.42,7.25
2006-11-20,7.483,7.128,7.241,7.387,7.25
2006-11-21,7.47,7.066,7.228,7.357,7.25
2006-11-22,7.467,7.042,7.228,7.326,7.25
2006-11-23,7.456,7.057,7.182,7.298,7.25
2006-11-24,7.431,7.033,7.135,7.28,7.25
2006-11-27,7.383,6.939,7.113,7.232,7.25
2006-11-28,7.377,6.974,7.113,7.253,7.25
2006-11-29,7.407,7.007,7.161,7.295,7.25
2006-11-30,7.424,6.979,7.162,7.314,7.25
2006-12-01,7.426,6.95,7.138,7.308,7.25
2006-12-04,7.381,6.905,7.116,7.248,7.25
2006-12-05,7.379,6.833,7.117,7.244,7.25
2006-12-06,7.39,6.951,7.117,7.261,7.25
2006-12-07,7.393,6.943,7.117,7.272,7.25
2006-12-08,7.39,6.956,7.094,7.269,7.25
2006-12-11,7.538,6.974,7.191,7.456,7.25
2006-12-12,7.644,7.053,7.36,7.556,7.25
2006-12-13,7.622,7.133,7.385,7.54,7.25
2006-12-14,7.683,7.059,7.41,7.603,7.25
2006-12-15,7.641,7.14,7.362,7.541,7.25
2006-12-18,7.613,7.118,7.389,7.493,7.25
2006-12-19,7.583,7.019,7.341,7.475,7.25
2006-12-20,7.586,7.171,7.366,7.481,7.25
2006-12-21,7.603,7.187,7.406,7.498,7.25
2006-12-22,7.601,7.156,7.417,7.497,7.25
2006-12-25,7.601,7.156,7.417,7.497,7.25
2006-12-26,7.625,7.173,7.444,7.545,7.25
2006-12-27,7.621,7.285,7.445,7.531,7.25
2006-12-28,7.63,7.374,7.446,7.53,7.25
2006-12-29,7.619,7.319,7.423,7.53,7.25
2007-01-01,7.619,7.319,7.423,7.53,7.25
2007-01-02,7.536,7.2,7.327,7.425,7.25
2007-01-03,7.54,7.218,7.327,7.463,7.25
2007-01-04,7.584,7.185,7.378,7.525,7.25
2007-01-05,7.555,7.328,7.477,7.478,7.25
2007-01-08,7.49,7.205,7.431,7.421,7.25
2007-01-09,7.51,7.146,7.407,7.428,7.25
2007-01-10,7.537,7.112,7.383,7.463,7.25
2007-01-11,7.537,7.077,7.383,7.469,7.25
2007-01-12,7.927,7.174,7.559,7.801,7.25
2007-01-15,7.792,7.203,7.588,7.746,7.25
2007-01-16,7.766,7.245,7.648,7.655,7.25
2007-01-17,7.81,7.252,7.666,7.711,7.25
2007-01-18,7.81,7.306,7.648,7.712,7.25
2007-01-19,7.807,7.296,7.648,7.712,7.25
2007-01-22,7.908,7.308,7.736,7.783,7.25
2007-01-23,7.873,7.258,7.683,7.724,7.25
2007-01-24,7.896,7.313,7.718,7.736,7.25
2007-01-25,7.883,7.4,7.718,7.736,7.25
2007-01-26,7.883,7.4,7.718,7.736,7.25
2007-01-29,7.9,7.363,7.719,7.737,7.25
2007-01-30,7.9,7.363,7.719,7.737,7.25
2007-01-31,7.738,7.245,7.659,7.637,7.5
2007-02-01,7.738,7.245,7.659,7.637,7.5
2007-02-02,7.699,7.228,7.635,7.607,7.5
2007-02-05,7.716,7.24,7.561,7.619,7.5
2007-02-06,7.752,7.461,7.667,7.678,7.5
2007-02-07,7.749,7.411,7.632,7.655,7.5
2007-02-08,7.791,7.443,7.702,7.726,7.5
2007-02-09,7.808,7.475,7.72,7.738,7.5
2007-02-12,7.826,7.405,7.703,7.739,7.5
2007-02-13,7.921,7.605,7.738,7.818,7.5
2007-02-14,8.083,7.638,7.845,7.943,7.5
2007-02-15,8.073,7.629,7.845,7.943,7.5
2007-02-16,8.073,7.629,7.845,7.943,7.5
2007-02-19,8.016,7.626,7.81,7.944,7.5
2007-02-20,8.003,7.626,7.811,7.932,7.5
2007-02-21,7.925,7.599,7.768,7.848,7.5
2007-02-22,7.957,7.607,7.793,7.884,7.5
2007-02-23,7.935,7.607,7.793,7.872,7.5
2007-02-26,7.892,7.57,7.776,7.832,7.5
2007-02-27,7.898,7.595,7.834,7.837,7.5
2007-02-28,8.0,7.651,7.882,7.945,7.5
2007-03-01,7.935,7.61,7.849,7.899,7.5
2007-03-02,7.949,7.583,7.867,7.935,7.5
2007-03-05,7.979,7.598,7.85,7.936,7.5
2007-03-06,7.956,7.606,7.905,7.929,7.5
2007-03-07,7.953,7.623,7.905,7.932,7.5
2007-03-08,8.004,7.605,7.88,7.937,7.5
2007-03-09,8.001,7.667,7.887,7.949,7.5
2007-03-12,7.949,7.602,7.826,7.877,7.5
2007-03-13,7.971,7.647,7.87,7.877,7.5
2007-03-14,7.969,7.646,7.889,7.926,7.5
2007-03-15,7.993,7.682,7.999,7.914,7.5
2007-03-16,8.023,7.672,7.981,7.964,7.5
2007-03-19,8.023,7.672,7.981,7.964,7.5
2007-03-20,8.067,7.67,8.056,8.014,7.5
2007-03-21,8.052,8.012,8.112,8.088,7.5
2007-03-22,7.948,7.679,7.947,7.892,7.5
2007-03-23,7.951,7.669,7.929,7.892,7.5
2007-03-26,7.996,7.705,8.033,7.942,7.5
2007-03-27,7.996,7.705,8.033,7.942,7.5
2007-03-28,7.982,7.714,7.986,7.967,7.5
2007-03-29,7.97,7.704,7.986,7.98,7.5
2007-03-30,8.022,7.694,7.987,7.96,7.5
2007-04-02,8.022,7.694,7.987,7.96,7.75
2007-04-03,8.183,7.95,8.156,8.105,7.75
2007-04-04,8.16,7.988,8.175,8.13,7.75
2007-04-05,8.183,7.979,8.153,8.155,7.75
2007-04-06,8.183,7.979,8.153,8.155,7.75
2007-04-09,8.12,7.923,8.05,8.12,7.75
2007-04-10,8.024,7.884,8.025,8.021,7.75
2007-04-11,8.047,7.855,8.052,8.046,7.75
2007-04-12,8.078,7.845,8.067,8.071,7.75
2007-04-13,8.105,7.855,8.124,8.109,7.75
2007-04-16,8.105,7.826,8.118,8.097,7.75
2007-04-17,8.108,7.816,8.164,8.11,7.75
2007-04-18,8.075,7.905,8.127,8.086,7.75
2007-04-19,8.096,7.796,8.108,8.074,7.75
2007-04-20,8.067,7.816,8.086,8.097,7.75
2007-04-23,8.1,7.857,8.099,8.113,7.75
2007-04-24,8.003,7.796,8.005,8.013,7.75
2007-04-25,7.98,7.837,8.009,7.989,7.75
2007-04-26,8.052,7.877,8.067,8.002,7.75
2007-04-27,8.142,7.969,8.132,8.052,7.75
2007-04-30,8.173,8.042,8.134,8.128,7.75
2007-05-01,8.173,8.042,8.134,8.128,7.75
2007-05-02,8.173,8.042,8.134,8.128,7.75
2007-05-03,8.15,8.012,8.101,8.117,7.75
2007-05-04,8.159,8.001,8.087,8.105,7.75
2007-05-07,8.159,7.915,8.088,8.106,7.75
2007-05-08,8.114,7.904,8.074,8.106,7.75
2007-05-09,8.082,7.871,8.009,8.068,7.75
2007-05-10,8.122,7.954,8.044,8.073,7.75
2007-05-11,8.167,7.932,8.102,8.106,7.75
2007-05-14,8.151,7.908,8.104,8.12,7.75
2007-05-15,8.122,7.875,8.085,8.133,7.75
2007-05-16,8.104,7.917,8.047,8.108,7.75
2007-05-17,8.123,7.841,8.066,8.103,7.75
2007-05-18,8.154,7.894,8.055,8.121,7.75
2007-05-21,8.09,7.772,8.009,8.058,7.75
2007-05-22,8.113,7.76,8.014,8.096,7.75
2007-05-23,8.143,7.78,8.041,8.117,7.75
2007-05-24,8.156,7.822,8.049,8.135,7.75
2007-05-25,8.136,7.734,8.057,8.123,7.75
2007-05-28,8.071,7.696,7.972,8.047,7.75
2007-05-29,8.104,7.706,7.973,8.047,7.75
2007-05-30,8.101,7.671,7.942,8.009,7.75
2007-05-31,8.08,7.623,7.848,7.966,7.75
2007-06-01,8.077,7.581,7.814,7.946,7.75
2007-06-04,8.086,7.586,7.775,7.934,7.75
2007-06-05,8.092,7.629,7.838,7.922,7.75
2007-06-06,8.136,7.729,7.838,7.973,7.75
2007-06-07,8.103,7.637,7.896,7.922,7.75
2007-06-08,8.138,7.647,7.955,8.024,7.75
2007-06-11,8.345,7.688,8.054,8.127,7.75
2007-06-12,8.379,7.847,8.062,8.166,7.75
2007-06-13,8.411,7.834,8.066,8.166,7.75
2007-06-14,8.331,7.764,8.035,8.128,7.75
2007-06-15,8.288,7.728,7.996,8.051,7.75
2007-06-18,8.202,7.665,7.879,8.001,7.75
2007-06-19,8.221,7.64,7.898,8.027,7.75
2007-06-20,8.249,7.626,7.938,8.04,7.75
2007-06-21,8.235,7.613,7.879,7.989,7.75
2007-06-22,8.229,7.599,7.879,7.989,7.75
2007-06-25,8.183,7.534,7.88,7.951,7.75
2007-06-26,8.206,7.58,7.9,7.99,7.75
2007-06-27,8.238,7.59,7.932,8.016,7.75
2007-06-28,8.194,7.564,7.96,7.965,7.75
2007-06-29,8.187,7.538,7.841,7.927,7.75
2007-07-02,8.111,7.313,7.703,7.838,7.75
2007-07-03,8.097,7.322,7.631,7.825,7.75
2007-07-04,8.028,7.246,7.426,7.673,7.75
2007-07-05,8.007,7.218,7.426,7.635,7.75
2007-07-06,8.01,7.191,7.465,7.648,7.75
2007-07-09,7.925,6.958,7.366,7.585,7.75
2007-07-10,7.939,7.091,7.295,7.602,7.75
2007-07-11,7.925,7.037,7.405,7.623,7.75
2007-07-12,7.916,6.971,7.338,7.61,7.75
2007-07-13,7.939,6.929,7.338,7.572,7.75
2007-07-16,7.914,6.853,7.297,7.573,7.75
2007-07-17,7.843,6.735,7.234,7.446,7.75
2007-07-18,7.784,6.424,7.146,7.358,7.75
2007-07-19,7.831,6.597,7.166,7.421,7.75
2007-07-20,7.808,6.643,7.165,7.393,7.75
2007-07-23,7.747,6.305,6.986,7.328,7.75
2007-07-24,7.775,6.441,7.025,7.386,7.75
2007-07-25,7.825,6.617,7.084,7.434,7.75
2007-07-26,7.804,6.599,7.123,7.388,7.75
2007-07-27,7.834,6.646,7.203,7.408,7.75
2007-07-30,7.776,6.484,7.094,7.383,7.75
2007-07-31,7.845,7.012,7.386,7.492,7.75
2007-08-01,7.897,7.174,7.503,7.548,7.75
2007-08-02,7.891,7.157,7.503,7.553,7.75
2007-08-03,7.86,7.072,7.422,7.523,7.75
2007-08-06,7.852,7.061,7.494,7.51,7.75
2007-08-07,7.826,6.975,7.462,7.485,7.75
2007-08-08,7.906,7.053,7.563,7.793,7.75
2007-08-09,7.991,7.312,7.706,7.91,7.75
2007-08-10,7.983,7.295,7.85,7.858,7.75
2007-08-13,7.977,7.244,7.81,7.846,7.75
2007-08-14,7.988,7.227,7.81,7.872,7.75
2007-08-15,7.988,7.227,7.81,7.872,7.75
2007-08-16,8.036,7.334,7.881,7.912,7.75
2007-08-17,7.999,7.317,7.852,7.886,7.75
2007-08-20,7.999,7.317,7.852,7.886,7.75
2007-08-21,7.958,7.247,7.853,7.861,7.75
2007-08-22,7.912,7.23,7.832,7.848,7.75
2007-08-23,7.931,7.255,7.874,7.861,7.75
2007-08-24,7.937,7.194,7.833,7.836,7.75
2007-08-27,7.928,7.139,7.813,7.823,7.75
2007-08-28,7.939,7.12,7.813,7.824,7.75
2007-08-29,7.952,7.101,7.814,7.824,7.75
2007-08-30,7.97,7.233,7.814,7.824,7.75
2007-08-31,7.93,7.183,7.763,7.792,7.75
2007-09-03,7.902,7.177,7.731,7.759,7.75
2007-09-04,7.917,7.158,7.71,7.773,7.75
2007-09-05,7.928,7.216,7.71,7.799,7.75
2007-09-06,7.92,7.197,7.71,7.799,7.75
2007-09-07,7.896,7.178,7.69,7.721,7.75
2007-09-10,7.864,7.245,7.64,7.695,7.75
2007-09-11,7.896,7.21,7.69,7.682,7.75
2007-09-12,7.896,7.144,7.691,7.682,7.75
2007-09-13,7.898,7.14,7.691,7.709,7.75
2007-09-14,7.886,7.232,7.691,7.709,7.75
2007-09-17,7.892,7.173,7.692,7.723,7.75
2007-09-18,7.886,7.169,7.671,7.71,7.75
2007-09-19,7.862,7.133,7.649,7.697,7.75
2007-09-20,7.844,7.112,7.607,7.658,7.75
2007-09-21,7.859,7.092,7.629,7.684,7.75
2007-09-24,7.887,7.113,7.693,7.724,7.75
2007-09-25,7.927,7.142,7.8,7.817,7.75
2007-09-26,7.923,7.088,7.8,7.791,7.75
2007-09-27,7.928,7.1,7.801,7.791,7.75
2007-09-28,7.925,7.096,7.78,7.805,7.75
2007-10-01,7.919,7.1,7.802,7.806,7.75
2007-10-02,7.919,7.1,7.802,7.806,7.75
2007-10-03,7.898,7.092,7.781,7.793,7.75
2007-10-04,7.893,7.297,7.76,7.806,7.75
2007-10-05,7.908,7.189,7.782,7.82,7.75
2007-10-08,7.941,7.213,7.804,7.821,7.75
2007-10-09,7.926,7.227,7.783,7.808,7.75
2007-10-10,7.901,7.169,7.762,7.795,7.75
2007-10-11,7.893,7.147,7.762,7.795,7.75
2007-10-12,7.904,7.161,7.749,7.795,7.75
2007-10-15,7.908,7.111,7.785,7.823,7.75
2007-10-16,7.912,7.126,7.807,7.837,7.75
2007-10-17,7.927,7.103,7.83,7.864,7.75
2007-10-18,7.914,7.08,7.808,7.851,7.75
2007-10-19,7.898,7.094,7.786,7.824,7.75
2007-10-22,7.863,7.023,7.744,7.798,7.75
2007-10-23,7.823,6.998,7.744,7.745,7.75
2007-10-24,7.831,6.974,7.766,7.759,7.75
2007-10-25,7.819,6.91,7.745,7.745,7.75
2007-10-26,7.822,6.885,7.745,7.746,7.75
2007-10-29,7.816,7.206,7.746,7.747,7.75
2007-10-30,7.86,7.282,7.768,7.801,7.75
2007-10-31,7.839,7.255,7.75,7.768,7.75
2007-11-01,7.859,7.298,7.713,7.814,7.75
2007-11-02,7.859,7.436,7.736,7.774,7.75
2007-11-05,7.868,7.377,7.769,7.775,7.75
2007-11-06,7.896,7.391,7.798,7.815,7.75
2007-11-07,7.896,7.406,7.811,7.802,7.75
2007-11-08,7.914,7.378,7.839,7.816,7.75
2007-11-09,7.914,7.378,7.839,7.816,7.75
2007-11-12,7.923,7.309,7.839,7.83,7.75
2007-11-13,7.887,7.281,7.772,7.822,7.75
2007-11-14,7.875,7.534,7.769,7.817,7.75
2007-11-15,7.883,7.549,7.798,7.83,7.75
2007-11-16,7.881,7.522,7.78,7.817,7.75
2007-11-19,7.875,7.616,7.76,7.817,7.75
2007-11-20,7.875,7.563,7.752,7.825,7.75
2007-11-21,7.886,7.59,7.771,7.831,7.75
2007-11-22,7.884,7.656,7.757,7.831,7.75
2007-11-23,7.89,7.616,7.754,7.831,7.75
2007-11-26,7.89,7.577,7.745,7.818,7.75
2007-11-27,7.896,7.604,7.769,7.818,7.75
2007-11-28,7.922,7.618,7.804,7.859,7.75
2007-11-29,7.923,7.605,7.801,7.873,7.75
2007-11-30,7.905,7.564,7.814,7.887,7.75
2007-12-03,7.881,7.51,7.784,7.833,7.75
2007-12-04,7.883,7.538,7.787,7.833,7.75
2007-12-05,7.869,7.524,7.778,7.806,7.75
2007-12-06,7.878,7.511,7.786,7.806,7.75
2007-12-07,7.874,7.497,7.773,7.82,7.75
2007-12-10,7.877,7.525,7.775,7.806,7.75
2007-12-11,7.883,7.582,7.788,7.82,7.75
2007-12-12,7.878,7.597,7.78,7.82,7.75
2007-12-13,7.885,7.583,7.793,7.821,7.75
2007-12-14,7.9,7.584,7.801,7.835,7.75
2007-12-17,7.898,7.542,7.793,7.835,7.75
2007-12-18,7.892,7.556,7.784,7.835,7.75
2007-12-19,7.882,7.542,7.793,7.836,7.75
2007-12-20,7.871,7.528,7.74,7.822,7.75
2007-12-21,7.871,7.528,7.74,7.822,7.75
2007-12-24,7.864,7.515,7.739,7.823,7.75
2007-12-25,7.864,7.515,7.739,7.823,7.75
2007-12-26,7.87,7.545,7.755,7.823,7.75
2007-12-27,7.856,7.576,7.758,7.823,7.75
2007-12-28,7.811,7.563,7.678,7.804,7.75
2007-12-31,7.791,7.732,7.696,7.81,7.75
2008-01-01,7.746,7.595,7.581,7.754,7.75
2008-01-02,7.746,7.479,7.602,7.604,7.75
2008-01-03,7.755,7.513,7.617,7.615,7.75
2008-01-04,7.706,7.478,7.581,7.576,7.75
2008-01-07,7.66,7.421,7.548,7.536,7.75
2008-01-08,7.673,7.478,7.562,7.563,7.75
2008-01-09,7.654,7.527,7.561,7.567,7.75
2008-01-10,7.586,7.454,7.511,7.521,7.75
2008-01-11,7.563,7.488,7.507,7.488,7.75
2008-01-14,7.544,7.484,7.489,7.519,7.75
2008-01-15,7.556,7.488,7.472,7.521,7.75
2008-01-16,7.563,7.53,7.487,7.522,7.75
2008-01-17,7.554,7.503,7.469,7.513,7.75
2008-01-18,7.551,7.507,7.449,7.527,7.75
2008-01-21,7.54,7.495,7.512,7.522,7.75
2008-01-22,7.467,7.389,7.446,7.433,7.75
2008-01-23,7.385,7.329,7.38,7.345,7.75
2008-01-24,7.379,7.293,7.33,7.325,7.75
2008-01-25,7.431,7.319,7.341,7.367,7.75
2008-01-28,7.438,7.386,7.372,7.403,7.75
2008-01-29,7.542,7.51,7.452,7.512,7.75
2008-01-30,7.559,7.457,7.492,7.535,7.75
2008-01-31,7.529,7.473,7.515,7.503,7.75
2008-02-01,7.487,7.437,7.479,7.468,7.75
2008-02-04,7.515,7.465,7.494,7.502,7.75
2008-02-05,7.518,7.436,7.476,7.477,7.75
2008-02-06,7.488,7.408,7.442,7.446,7.75
2008-02-07,7.473,7.396,7.44,7.446,7.75
2008-02-08,7.47,7.399,7.436,7.442,7.75
2008-02-11,7.439,7.394,7.418,7.433,7.75
2008-02-12,7.453,7.406,7.417,7.443,7.75
2008-02-13,7.455,7.443,7.448,7.436,7.75
2008-02-14,7.464,7.455,7.463,7.463,7.75
2008-02-15,7.503,7.5,7.491,7.493,7.75
2008-02-18,7.543,7.504,7.507,7.538,7.75
2008-02-19,7.562,7.525,7.522,7.538,7.75
2008-02-20,7.645,7.57,7.553,7.583,7.75
2008-02-21,7.583,7.525,7.536,7.538,7.75
2008-02-22,7.679,7.562,7.598,7.596,7.75
2008-02-25,7.64,7.533,7.563,7.585,7.75
2008-02-26,7.631,7.512,7.562,7.567,7.75
2008-02-27,7.629,7.516,7.561,7.576,7.75
2008-02-28,7.602,7.521,7.516,7.545,7.75
2008-02-29,7.568,7.504,7.454,7.554,7.75
2008-03-03,7.524,7.44,7.552,7.493,7.75
2008-03-04,7.582,7.529,7.534,7.541,7.75
2008-03-05,7.551,7.482,7.516,7.527,7.75
2008-03-06,7.551,7.482,7.516,7.527,7.75
2008-03-07,7.59,7.517,7.561,7.564,7.75
2008-03-10,7.62,7.556,7.593,7.587,7.75
2008-03-11,7.604,7.569,7.575,7.587,7.75
2008-03-12,7.559,7.46,7.523,7.525,7.75
2008-03-13,7.569,7.465,7.522,7.514,7.75
2008-03-14,7.63,7.521,7.551,7.564,7.75
2008-03-17,7.633,7.526,7.533,7.569,7.75
2008-03-18,7.593,7.504,7.498,7.541,7.75
2008-03-19,7.621,7.464,7.48,7.541,7.75
2008-03-20,7.621,7.464,7.48,7.541,7.75
2008-03-21,7.621,7.464,7.48,7.541,7.75
2008-03-24,7.72,7.549,7.524,7.61,7.75
2008-03-25,7.723,7.473,7.522,7.587,7.75
